#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
785,lemmy,SecuredSLP,18,18,2736,185,375,None,None,None,None,9205,18,66,185,9220,2,1,2
786,jacob-carrier,ZanyZebras,2,2,1489,23,163,None,None,None,None,9223,2,22,23,9222,1,1,1
787,cs301w11,Project01_cs301w11,6,6,1518,93,639,None,None,None,None,9226,6,25,93,9226,1,6,6
788,openEHR,reference-models,2,2,1262,48,1722,None,None,None,None,3070,2,47,48,3070,1,94,94
789,edavlatian,seneca-Project-Management,4,4,1579,133,1054,None,None,None,None,9230,4,94,133,9230,1,2,2
790,crispysol,Crispy-Messenger,9,9,1488,201,119,None,None,None,None,9236,9,93,201,9239,1,1,1
791,mikhaildubov,Component-model,4,4,1506,64,249,None,None,None,None,9245,4,47,64,9244,1,1,1
792,danfin3,451-Project,2,2,1481,27,23,None,None,None,None,9247,2,24,27,9247,1,2,2
793,mekkis,kokeiluAlusta,2,2,1471,66,93,None,None,None,None,9249,2,65,66,9249,1,1,1
794,hermajan,RentalShop,1,1,1491,22,213,None,None,None,None,9251,1,22,22,9251,1,3,3
795,mgm-tp,perfload,6,6,1149,26,115,None,None,None,None,9253,6,11,26,9253,1,2,2
796,erikw,eda031_project,3,3,1489,175,137,None,None,None,None,9257,3,133,175,9257,2,3,4
797,ubourdon,maven-3,1,1,1489,4,3075,None,None,None,None,9260,1,4,4,9260,1,1,1
798,DBRTeam,Dirt_Bike_Racer,3,3,1455,83,6788,None,None,None,None,9261,3,34,83,9261,1,1,1
799,kvjanos,irodalom,3,2,1461,23,16817,None,None,None,None,9266,2,17,23,9266,1,1,1
800,GrupoISO,CasaRural,4,4,1442,121,603,None,None,None,None,9270,4,47,121,9268,1,1,1
801,kuhjunge,MAEDN_Java,2,2,1151,52,212,None,None,None,None,9272,2,47,52,9273,1,1,1
802,Enilo,CalTech,6,6,1484,332,331,None,None,None,None,9278,6,108,332,9277,1,2,2
803,aodn,DELETE_ME.ramadda,5,5,2178,2526,4328,None,None,None,None,9280,5,2288,2526,9280,1,11,11
804,caioccaa,TCC---Brunno-e-Caio,2,2,1508,125,173,None,None,None,None,9286,2,65,125,9286,1,1,1
805,Romanow,petri-nets,1,1,1452,10,241,None,None,None,None,9288,1,10,10,9288,1,2,2
806,gisvold,noahsprogark,5,5,1141,309,244,None,None,None,None,9289,5,122,309,9289,1,1,1
807,rosspcahoon,slogo,6,6,1140,204,181,None,None,None,None,9298,6,72,204,9294,1,4,4
808,famstutz,YAEM,1,1,1623,69,476,None,None,None,None,9300,1,69,69,9300,1,1,1
810,robbatt,playground_patterns_java,2,2,1153,5,101,None,None,None,None,9302,2,4,5,9302,1,3,3
811,chriswait,smartHack,6,6,1142,91,1673,None,None,None,None,9307,6,28,91,9306,1,1,1
812,eladioruiz,golf,10,10,2421,301,2943,None,None,None,None,9317,10,143,301,9314,2,1,2
813,UniqueDroid,android_frameworks_base,1,1,1303,5,20893,None,None,None,None,9319,1,5,5,9319,1,2,2
814,barrmy,frameworks_base,608,937,2723,78175,61218,None,None,None,None,237,937,4188,78175,147,1,5,5
815,panfudonan,mx535,2,2,1349,20,62590,None,None,None,None,9321,2,16,20,9322,1,2,2
816,pjflo50,android_framework_base,1,2,1333,3,20934,None,None,None,None,9323,2,2,3,9323,1,2,2
817,rpcraig,android_frameworks_base,601,1021,2723,64296,44760,None,None,None,None,237,1021,4190,64296,147,1,5,5
818,ironcoal,Info2,2,2,1439,28,341,None,None,None,None,9338,2,17,28,9338,2,1,2
819,tamt,asjsfl,3,3,1827,17,125,None,None,None,None,9341,3,10,17,9340,1,2,2
820,vikashiiitdm,gramprabha,3,3,1349,9,70,None,None,None,None,9343,3,4,9,9343,2,2,3
821,Ornicare,Space,5,5,1140,19,117,None,None,None,None,9346,5,9,19,9346,1,1,1
822,davidpriest,ptp-tools,4,4,1302,64,12908,None,None,None,None,9352,4,29,64,9351,1,2,2
823,lally,adhoc-frameworks_base,2,2,1344,3,20150,None,None,None,None,9355,2,2,3,9356,1,2,2
824,ronaldsalazar23,ComercialChiriguano,2,2,1344,2,2297,None,None,None,None,9357,2,1,2,9358,1,2,2
825,mhozza,HandControl_BachelorThesis,1,1,1460,79,70,None,None,None,None,9359,1,79,79,9359,1,2,2
826,lawrencecs17,UCABDS2012,5,5,1423,41,531,None,None,None,None,9361,5,20,41,9360,1,1,1
827,asaini32,CS-6238,2,2,1139,64,34,None,None,None,None,9366,2,38,64,9366,1,1,1
828,ricardoteixas,generic-module-loader,1,1,1137,8,27,None,None,None,None,9367,1,8,8,9367,1,3,3
829,decaprox,l4re-snapshot,1,1,1316,6,81652,None,None,None,None,9368,1,6,6,9368,1,8,8
830,haljin,robust,4,4,1142,55,1604,None,None,None,None,9370,4,33,55,9370,2,1,2
831,JeanVEGA,MI-MPR-DIP,5,5,1571,462,1246,None,None,None,None,9373,5,331,462,9373,1,1,1
832,tudorluchy,Calculatrice,2,2,1205,7,990,None,None,None,None,9379,2,5,7,9378,1,4,4
833,appfolio,LoadTestingFramework,3,3,1348,11,1900,None,None,None,None,9382,3,8,11,9381,1,1,1
834,fingi,csipsimple,2,2,1142,3,12452,None,None,None,None,9384,2,2,3,9384,1,1,1
835,jhonnyguzman,nfc,2,2,1403,7,488,None,None,None,None,9386,2,5,7,9386,1,2,2
836,martinfmi,grading_ecosystem,5,5,1142,17,1571,None,None,None,None,9389,5,9,17,9389,1,2,2
837,hassanazih,StackOF,3,3,1147,55,827,None,None,None,None,9392,3,38,55,9391,1,2,2
838,dWarf-In-thE-FlaSk,CSC411,4,4,1142,244,75,None,None,None,None,9395,4,151,244,9395,1,1,1
839,gabomarin,venta_web,10,10,1139,113,1871,None,None,None,None,9400,10,38,113,9401,4,2,6
840,PCreations,RESTDroid,4,4,1155,150,290,None,None,None,None,9407,4,121,150,9407,1,1,1
841,fga150,FrozenWarsIS,17,17,1142,305,1876,None,None,None,None,9412,17,53,305,9412,1,1,1
842,fabiandariomorenor,Software2,5,5,1150,149,477,None,None,None,None,9428,5,71,149,9428,2,1,2
843,lants1,ch.bfh.bti7081.s2013.green,5,5,1140,306,1877,None,None,None,None,9433,5,116,306,9433,2,1,2
844,reubd1,ch.bfh.bti7081.s2013.red,10,10,1140,261,1009,None,None,None,None,9444,10,48,261,9441,1,7,7
845,andef4,ch.bfh.bti7081.s2013.blue,6,6,1140,133,194,None,None,None,None,9452,6,80,133,9452,1,1,1
846,josharmstrong08,RPLD,5,5,1153,71,88,None,None,None,None,9454,5,53,71,9456,1,4,4
847,bunnyDrug,AdventureGame,2,2,1141,17,21,None,None,None,None,9459,2,11,17,9460,1,1,1
848,sigvartmh,heis3.0,3,3,1140,65,63,None,None,None,None,9461,3,58,65,9461,1,2,2
849,Sarwan,Picture-Book-Creator,1,1,1343,4,41,None,None,None,None,9464,1,4,4,9464,1,1,1
850,fabaff,ch.bfh.bti7081.s2013.white,13,13,1140,690,666,None,None,None,None,9467,13,263,690,,0,,0
851,chrisvandergeer,playScrum,1,2,1411,6,147,None,None,None,None,9478,2,5,6,9478,1,1,1
852,MatousJobanek,PB138-XML-Exercises,6,6,1446,129,1553,None,None,None,None,9481,6,46,129,9480,2,3,5
853,drmaas,mobile,8,8,1145,268,2358,None,None,None,None,9484,8,102,268,9484,1,2,2
854,mcpgovernance,mcp-profile-docs,5,5,1140,45,99,None,None,None,None,9285,5,24,45,9285,3,4,6
855,krzysztofmaslak,scea,2,2,1348,31,16,None,None,None,None,9496,2,30,31,9496,1,22,22
856,janas,individual,2,2,1481,39,91,None,None,None,None,9498,2,36,39,9498,1,1,1
857,simonkrenger,ch.bfh.bti7081.s2013.pink,10,10,1138,365,779,None,None,None,None,9501,10,92,365,9501,1,5,5
858,sbunciak,test-result-tracking-system,3,3,1206,63,484,None,None,None,None,9510,3,56,63,9510,1,2,2
859,PhilLavoie,Md5Crack,1,1,1144,40,37,None,None,None,None,9512,1,40,40,9512,1,1,1
860,orzyn,Ovce,2,2,1138,20,87,None,None,None,None,9514,2,19,20,9514,1,1,1
861,inved1,ch.bfh.bti7081.s2013.black,9,9,1137,226,2322,None,None,None,None,9515,9,82,226,9520,3,6,9
862,svennyffenegger,ch.bfh.bti7081.s2013.cyan,9,9,1137,342,317,None,None,None,None,9526,9,108,342,9525,3,9,13
863,pkirchhofer,android-frameworks-base,819,1284,2723,114853,57499,None,None,None,None,260,1284,5356,114853,147,1,5,5
864,CS673,Awesome-Alphabet,12,12,1153,273,670,None,None,None,None,9563,12,68,273,9556,1,2,2
865,QScience,Cress,1,1,1155,10,36,None,None,None,None,9567,1,10,10,9567,1,5,5
866,NCIP,c3pr-docs,14,14,3470,1103,5972,None,None,None,None,9568,14,492,1103,9572,1,4,4
867,lsabin,agaba-wordpress,2,2,1153,41,169,None,None,None,None,9582,2,37,41,9582,1,1,1
868,RustyWalters,DAB,1,1,1152,27,172,None,None,None,None,9584,1,27,27,9584,1,1,1
869,boebu,ch.bfh.bti7081.s2013.yellow,15,15,1138,278,356,None,None,None,None,9589,15,76,278,9595,1,3,3
870,Yuugo,Health-Informatics-Social-Phobia,9,9,1140,521,1006,None,None,None,None,9601,9,117,521,9604,1,1,1
871,briatte,kmaps,2,2,1878,18,122,None,None,None,None,9609,2,15,18,9609,2,1,2
872,jgralab,grabaja,8,8,2595,145,483,None,None,None,None,9611,8,117,145,9611,1,3,3
873,FWidm,Sopro2013MMS,10,10,1113,216,508,None,None,None,None,9624,10,51,216,9628,1,2,2
874,amujika,ruralHouses,17,17,1139,113,116,None,None,None,None,9630,17,37,113,9644,2,3,4
875,SYSC3303Project,PollingSystem,7,7,1163,60,236,None,None,None,None,1343,7,27,60,9650,1,2,2
876,fio-ben-TER2013,WWWConference,4,4,1155,76,10221,None,None,None,None,3426,4,59,76,3426,1,2,2
877,toutpt,collective.trainingmanual,7,7,2309,310,1131,None,None,None,None,9653,7,117,310,9659,1,5,5
878,ivelinahristova,Projects,2,2,1142,27,1332,None,None,None,None,9660,2,24,27,9660,1,17,17
879,ploeh,ploeh.github.com,185,192,1558,1441,2402,None,None,None,None,9668,192,719,1441,9666,2,2,4
880,cspiliakos,doaisyseng2013group10,7,7,1139,238,457,None,None,None,None,9835,7,108,238,9833,1,2,2
881,kamanashisroy,shotodol,7,7,1184,438,963,None,None,None,None,9838,7,358,438,9838,1,1,1
882,tita,tita,9,9,2346,470,1468,None,None,None,None,9845,9,122,470,9849,4,4,12
883,sranshous,Battleship,1,1,1171,54,17,None,None,None,None,9853,1,54,54,9853,1,1,1
884,claymodel,toolsDevelopment,3,3,1670,28,5901,None,None,None,None,9856,3,18,28,9854,1,4,4
885,mariokonrad,maze,1,1,1156,3,35,None,None,None,None,9857,1,3,3,9857,1,1,1
886,ablondin,discrete-geometry-in-sage,1,1,1151,8,7,None,None,None,None,9858,1,8,8,9858,1,3,3
887,shomaru,riskvis,3,3,1154,17,279,None,None,None,None,9860,3,9,17,9861,1,4,4
888,vesilintu2013,Vesilintu_OhTu,6,6,1172,139,172,None,None,None,None,9866,6,67,139,9865,1,1,1
889,riaansnyders,DimensionData,1,1,1155,4,120,None,None,None,None,3047,1,4,4,3047,1,2,2
890,earthiverse,Food,24,24,1160,180,505,None,None,None,None,9872,24,75,180,9872,3,2,4
891,enthought,qt-mobility,270,311,2513,28640,25057,None,None,None,None,10016,311,2594,28640,9954,1,1,1
892,adamlutz,ssq,4,4,1200,115,208,None,None,None,None,10209,4,74,115,10209,1,2,2
893,nhu313,TicTacToe_Java,1,1,1152,5,92,None,None,None,None,10212,1,5,5,,0,,0
894,JakLiao,StudentManager,1,1,1151,2,91,None,None,None,None,10213,1,2,2,10213,1,1,1
895,iks-github,MOGLiCodeCreator,7,7,1231,350,2588,None,None,None,None,10214,7,263,350,10214,1,1,1
896,yev,internalization-cv,9,9,2689,197,343,None,None,None,None,10221,9,75,197,10221,1,1,1
897,Solumin,ComtorAPI,1,1,1189,8,24,None,None,None,None,10230,1,8,8,10230,1,1,1
898,MaeveRooney,Android-Allergy,1,1,1153,33,624,None,None,None,None,10231,1,33,33,10231,1,1,1
899,ktrnka,ParseTreeApplication,1,1,1142,6,852,None,None,None,None,10232,1,6,6,10232,1,1,1
900,ManifestWebDesign,Batik,2,2,1152,2,721,None,None,None,None,10233,2,1,2,10234,1,1,1
901,filipebezerra,JWeatherPanel,3,3,1245,30,133,None,None,None,None,10236,3,25,30,10236,2,1,2
902,shnellpavel,STP_labs,4,4,1149,86,2093,None,None,None,None,10240,4,32,86,10241,1,1,1
903,alexveit,School,2,2,1136,17,192,None,None,None,None,10242,2,10,17,10243,1,1,1
904,magniffico,OOTanks,8,8,1160,128,174,None,None,None,None,10244,8,65,128,10244,1,1,1
905,pankajmore,CS654,1,1,1149,4,19,None,None,None,None,7261,1,4,4,7261,1,1,1
906,jiayaoqijia,xpdf,2,2,1147,2,4005,None,None,None,None,10251,2,1,2,10252,1,2,2
907,MrCsabaToth,SOEMPI,3,3,1149,120,2770,None,None,None,None,10253,3,92,120,10253,1,1,1
908,tyrelltle,TempProjectBag,4,4,1849,15,1922,None,None,None,None,10256,4,11,15,10256,1,2,2
909,Saoulos,Stolos_SoftEn,2,2,1149,7,354,None,None,None,None,10260,2,6,7,10260,1,5,5
910,agthxr,omada13,2,2,1150,2,48,None,None,None,None,10262,2,1,2,10262,1,1,1
911,tomasmano,ass77-labs,2,2,1146,44,878,None,None,None,None,10264,2,43,44,10264,1,1,1
912,dany2k9,apuntes,2,2,1207,84,477,None,None,None,None,10267,2,82,84,10267,1,20,20
913,bebopsan,peyeQM,4,4,1646,167,2926,None,None,None,None,10268,4,142,167,10268,1,8,8
914,zqfan,zqfan.github.com,56,63,1545,507,479,None,None,None,None,10272,63,160,507,10273,1,2,2
915,mmorin,blogtutorial,1,1,1148,10,117,None,None,None,None,10277,1,10,10,10277,1,1,1
916,tsvetomirnik,TelerikAcademy,2,2,1149,19,11214,None,None,None,None,10279,2,14,19,10279,1,1,1
917,sard88,Biblioteca_ITST_Colombia,3,3,1135,21,275,None,None,None,None,10280,3,17,21,10280,1,1,1
918,Inkane,kwin-tiling,1,1,1136,24,27,None,None,None,None,10283,1,24,24,10283,1,1,1
919,shehaaz,NiteLights,1,1,1150,66,251,None,None,None,None,10284,1,66,66,10284,1,1,1
920,bertzzie,web-tesis,1,1,1144,1,130,None,None,None,None,10285,1,1,1,10285,1,3,3
921,indoor,chichi_uml,2,2,1152,8,5,None,None,None,None,10286,2,6,8,10287,1,1,1
922,CMPUT301W13T10,Team10RecipeFinder,9,9,1160,159,335,None,None,None,None,10289,9,45,159,10289,3,4,10
923,eldarerathis,android_frameworks_base,1293,1859,2723,201204,85766,None,None,None,None,260,1859,7196,201204,147,1,5,5
924,osamie,chess,1,1,1640,2,294,None,None,None,None,10840,1,2,2,10840,1,10,10
925,StephenDillon,Excel-Comparator,3,3,1174,24,270,None,None,None,None,10841,3,15,24,10841,1,1,1
926,brotherjack,uml_cop4331c_18,2,2,1147,17,8,None,None,None,None,10845,2,16,17,10845,1,5,5
927,esemble,simpy,5,5,1187,213,1864,None,None,None,None,10846,5,116,213,10846,2,1,2
928,christiansalazar,crugeconnector,1,1,1233,26,27,None,None,None,None,10851,1,26,26,10851,1,3,3
929,metno,wdb-gribload,5,5,2625,150,224,None,None,None,None,10852,5,104,150,10852,1,1,1
930,Darksecond,Ymir,1,1,1164,139,882,None,None,None,None,10857,1,139,139,10857,1,1,1
931,mrLite,tsoha,1,1,1826,37,304,None,None,None,None,10858,1,37,37,10858,1,1,1
932,klhurley,ElementalEngine2,2,2,1231,3,5275,None,None,None,None,10860,2,2,3,10860,1,1,1
933,exortech,presentations,2,2,1149,38,1581,None,None,None,None,10862,2,36,38,10862,1,1,1
935,exonwarrior,team-awesomer-monster-mash,13,13,1227,293,2107,None,None,None,None,10867,13,75,293,10868,1,1,1
936,abourg28,YAR,20,20,1136,114,205,None,None,None,None,10877,20,53,114,10877,2,6,8
937,jkloosterman,senior-project,2,2,1253,344,210,None,None,None,None,10896,2,257,344,10897,1,3,3
938,miguellosa,EAPLI_PL_2DC,41,41,1135,250,260,None,None,None,None,10917,41,35,250,10932,2,1,2
939,vladislav-karamfilov,TelerikAcademy,3,3,1144,70,22569,None,None,None,None,10941,3,38,70,10941,1,2,2
940,embecosm,appnotes,4,4,2868,118,220,None,None,None,None,10943,4,100,118,10943,1,17,17
941,arthurpham,quantlib-full,42,42,5646,15340,13122,None,None,None,None,10948,42,5763,15340,10948,1,10,10
942,dirsot,timemap,3,3,1206,72,1739,None,None,None,None,2046,3,64,72,2046,1,3,3
943,clkv5,cs551_project,3,3,1143,123,584,None,None,None,None,10991,3,68,123,10991,1,4,4
944,egorlutohin,hotline,3,3,1143,99,90,None,None,None,None,10994,3,97,99,10994,1,2,2
945,NCIP,psc-docs,15,15,3811,595,644,None,None,None,None,11001,15,457,595,11001,2,1,2
946,BPalagachev,TelerikAcademy,3,3,1143,21,11586,None,None,None,None,11008,3,18,21,11008,1,1,1
947,itcherokee,TelerikAcademy,3,3,1143,133,15116,None,None,None,None,11012,3,56,133,11012,1,1,1
948,pcds2013-team-delta,misc-documents,4,4,1142,38,87,None,None,None,None,11015,4,23,38,11015,1,2,2
949,rolandkrueger,RoKlib,3,3,1144,64,824,None,None,None,None,11018,3,39,64,11019,1,1,1
950,Glyxbaer,ReichardtAllen,4,4,1134,49,42,None,None,None,None,11022,4,25,49,11024,1,1,1
951,pabragin,SocialNet,1,1,1142,32,120,None,None,None,None,11025,1,32,32,11025,1,16,16
952,ReVolt-ROM,frameworks_base,1119,2126,2723,156335,103945,None,None,None,None,260,2126,6143,156335,147,1,5,5
953,hellteam6,code-examples,1,1,1141,8,75,None,None,None,None,11200,1,8,8,11200,1,1,1
954,medbenhenda,migration-ez5,1,1,1140,2,19212,None,None,None,None,11201,1,2,2,11201,1,2,2
955,snbbgyth,WorkFlowEngine,2,2,1165,138,2151,None,None,None,None,11202,2,132,138,11202,1,7,7
956,ilian-ivanov,Telerik-Academy,2,2,1176,22,679,None,None,None,None,11205,2,20,22,11205,1,1,1
957,usaterj,dicegame,2,2,1141,2,41,None,None,None,None,11206,2,1,2,11207,1,2,2
958,KaranMapara,TestingProjectDemo,2,2,1141,23,9401,None,None,None,None,11208,2,17,23,11208,1,2,2
959,Journeyer,hfdpcpp_s,1,1,1139,374,4840,None,None,None,None,6664,1,374,374,6664,1,3,3
960,nomadicoder,stageorders,4,4,2358,269,925,None,None,None,None,11210,4,263,269,11210,1,1,1
961,SenecaCDOT-BigBlueButton,SenecaBBB,11,11,1141,564,7221,None,None,None,None,11222,11,192,564,11218,1,2,2
962,ryanchen06,Diagrams,3,3,1225,37,13,None,None,None,None,11226,3,23,37,11227,1,1,1
963,pierrechrist,routenbewertung,2,2,1141,24,141,None,None,None,None,11229,2,23,24,11229,1,15,15
964,gcurtis,gcurtis.github.com,1,1,1140,28,37,None,None,None,None,11230,1,28,28,11230,1,1,1
965,vantares,documents,1,1,1139,12,125,None,None,None,None,11231,1,12,12,11231,1,6,6
966,zz2,zft,4,4,1762,23,664,None,None,None,None,11234,4,14,23,11232,2,42,84
967,seguame,Control-Gastos,4,4,1129,305,109,None,None,None,None,11236,4,207,305,11236,2,2,3
968,IgorOzernykh,HomeTask,1,1,1145,53,387,None,None,None,None,11239,1,53,53,11239,1,2,2
969,paulorudolph07,infrend,1,1,1152,12,1172,None,None,None,None,11240,1,12,12,11240,1,2,2
970,noremac1990,Checkers,1,1,1134,4,48,None,None,None,None,11241,1,4,4,11241,1,1,1
971,swissmanu,hsr-apf-2013,6,6,1134,164,372,None,None,None,None,11242,6,85,164,11244,2,9,17
972,sasithra,ISE-Pacman-Final-Submission,1,1,1139,1,302,None,None,None,None,11248,1,1,1,11248,1,7,7
973,youngwolf-project,st_asio_wrapper,7,7,1140,187,157,None,None,None,None,11249,7,156,187,11249,1,1,1
974,djuran,Piwik-openshift-quickstart,2,2,1246,3,2622,None,None,None,None,11256,2,2,3,11256,1,1,1
975,riaansnyders,SmartVillage,1,1,1220,25,2903,None,None,None,None,3047,1,25,25,3047,1,2,2
976,pcalcado,bananiser,1,1,1465,42,10680,None,None,None,None,11257,1,42,42,11257,1,1,1
977,mik403,logycQuest,3,3,1135,11,42,None,None,None,None,11259,3,9,11,11259,1,1,1
978,sonbia,studia,3,3,1138,7,18,None,None,None,None,11261,3,5,7,11261,1,2,2
979,koroner1,Matesz,4,4,1138,10,17,None,None,None,None,11264,4,6,10,11266,1,2,2
980,SimoZ123,Szymon,3,3,1138,11,30,None,None,None,None,11269,3,8,11,11269,1,2,2
981,duraj,kornelia,3,3,1138,13,37,None,None,None,None,11271,3,9,13,11272,2,2,4
982,Sobczyk88,Agata,4,4,1138,10,36,None,None,None,None,11275,4,6,10,11276,1,5,5
983,Wieczorek,Dorota,3,3,1138,12,27,None,None,None,None,11278,3,6,12,11276,1,2,2
984,Tongers89,tongers,1,1,1138,10,25,None,None,None,None,11279,1,10,10,11279,1,2,2
985,tooki,piotrek,2,2,1138,12,21,None,None,None,None,11281,2,7,12,11281,1,1,1
986,mgawel,io,3,3,1138,17,27,None,None,None,None,11282,3,14,17,11279,1,2,2
987,boatski,ExpressionEvaluator,2,2,1138,3,57,None,None,None,None,11285,2,2,3,11285,1,1,1
988,Mobiletainment,A-Star-Pathfinding,2,2,1138,11,67,None,None,None,None,11287,2,10,11,11287,1,1,1
989,skieffer,ortho,2,2,1706,554,1757,None,None,None,None,3592,2,346,554,3591,1,2,2
990,ProjetSuPer,ProjetSuPer,1,1,1137,61,331,None,None,None,None,11288,1,61,61,11288,1,4,4
991,GutAmanai,TG,5,5,1133,178,2413,None,None,None,None,11289,5,83,178,11289,1,1,1
992,timtheonly,group-project,14,14,1159,132,217,None,None,None,None,11299,14,74,132,11304,1,8,8
993,griffinfujioka,DesignPatterns,1,1,1137,10,144,None,None,None,None,11308,1,10,10,11308,1,9,9
994,yiouli,Project_Stellar,4,4,1133,50,287,None,None,None,None,11309,4,31,50,11309,1,1,1
995,yzgao,DesignPatternDemos,1,1,1136,11,37,None,None,None,None,11313,1,11,11,11313,1,1,1
996,jszroberto,Calista,1,1,1051,2,6173,None,None,None,None,11314,1,2,2,11314,1,1,1
997,seblefevre,testerman,8,8,2649,596,1031,None,None,None,None,11315,8,479,596,11317,1,1,1
998,Toniarz,Anna,1,1,1135,11,32,None,None,None,None,11283,1,11,11,11283,1,3,3
999,ciscoruiz,dns_server,2,2,1136,2,43,None,None,None,None,11323,2,1,2,11324,1,1,1
1000,SomethingExplosive,android_frameworks_base,1116,1645,2723,160652,75837,None,None,None,None,260,1645,6335,160652,147,1,5,5
1001,rNdm74,Java,6,6,1134,175,5756,None,None,None,None,11329,6,118,175,11329,1,1,1
1002,abarbour,psd,5,5,1545,343,619,None,None,None,None,11332,5,128,343,11334,1,2,2
1003,SamuelMorel,JavaPro,1,1,1166,3,2423,None,None,None,None,11337,1,3,3,11337,1,1,1
1004,dininski,Telerik-Academy,4,4,1136,315,9836,None,None,None,None,11338,4,250,315,11338,1,1,1
1005,suptaphilip,Master-Thesis,1,1,1002,19,620,None,None,None,None,11342,1,19,19,11342,1,3,3
1006,bing-jian,gmmreg,2,2,1133,11,240,None,None,None,None,11343,2,10,11,11343,1,1,1
1007,camilasan,camilasan.github.com,4,4,1137,130,488,None,None,None,None,11347,4,112,130,11347,1,3,3
1008,brdp,sylar,1,1,1134,4,195,None,None,None,None,11349,1,4,4,11349,1,1,1
1009,ConnerHansen,Sprinkles,2,2,1135,14,63,None,None,None,None,11351,2,11,14,11351,1,1,1
1010,nskostas,greeksLivingAbroad,2,2,1132,3,274,None,None,None,None,11352,2,2,3,11352,1,1,1
1011,gokhansahin,ATMsystems,4,4,1133,53,153,None,None,None,None,11355,4,21,53,11357,2,4,5
1012,shankarkarthik,Arima,2,2,1135,6,26109,None,None,None,None,11358,2,5,6,11359,1,2,2
1013,onitu,Epitech.EIP,15,15,1156,413,612,None,None,None,None,11364,15,196,413,11364,1,1,1
1014,kanastasov,Projects,2,2,1170,6,206,None,None,None,None,11375,2,5,6,11375,1,1,1
1015,VexaAE,tomdroid,2,2,1132,2,612,None,None,None,None,11377,2,1,2,11378,1,1,1
1016,wvanheemstra,skin,3,3,1133,250,2261,None,None,None,None,11380,3,109,250,11379,1,1,1
1017,UBC-CS410,orz,16,16,1288,557,333,None,None,None,None,11382,16,215,557,11382,1,1,1
1018,droolsjbpm,optaplanner-website,21,21,1138,859,995,None,None,None,None,11398,21,784,859,11398,1,8,8
1019,ifrantic,no.HIngOppgave,3,3,1134,7,246,None,None,None,None,11420,3,4,7,11420,1,1,1
1020,pintman,Robi,2,2,1192,11,64,None,None,None,None,11422,2,8,11,11422,1,1,1
1021,zoharngo,todoWebService,1,1,1135,10,106,None,None,None,None,11423,1,10,10,11423,1,1,1
1022,tonify,Fourthparty-Mobile,5,5,1247,35,47,None,None,None,None,11427,5,18,35,11426,1,1,1
1023,fhightower,Recipe_Book,4,4,1132,129,121,None,None,None,None,11429,4,73,129,11429,1,1,1
1024,gametechnology,psi-2013,42,43,1128,1666,24195,None,None,None,None,11438,43,153,1666,11465,1,1,1
1025,sreeks,ArchGame,4,4,1138,19,2885,None,None,None,None,11477,4,9,19,11478,1,1,1
1026,navyhod,helpfriend,5,5,1131,65,13663,None,None,None,None,11481,5,33,65,11480,1,1,1
1027,gmerticariu,IiTS,4,4,1131,43,128,None,None,None,None,11487,4,20,43,11485,2,1,2
1028,dreamsxin,RakNet,28,28,670,79,4493,None,None,None,None,11503,28,22,79,11489,1,1,1
1029,marcelinasroka,marcela1,4,4,1138,6,17,None,None,None,None,11518,4,2,6,11519,1,2,2
1030,kwiatkowska,marlena,3,3,1138,13,32,None,None,None,None,11522,3,11,13,11522,1,2,2
1031,the3000thflare,mixologists,3,3,1132,17,109,None,None,None,None,11525,3,12,17,11524,1,1,1
1032,railsbeauty,rails4,2,2,1128,7,127,None,None,None,None,11526,2,4,7,11526,1,1,1
1033,minafrajr,GEDAVE,2,2,1151,6,164,None,None,None,None,11528,2,3,6,11528,1,1,1
1034,sgudooru,GameOfLifeApp,1,1,1300,1,29,None,None,None,None,11530,1,1,1,11530,1,1,1
1035,jamieandrews,johar-git,6,6,1138,65,329,None,None,None,None,11533,6,47,65,11532,1,1,1
1036,ctebbe,simplechat1,3,3,1132,72,94,None,None,None,None,11537,3,48,72,11538,1,1,1
1037,IvanBogdanyuk,RoboCP,17,17,1131,186,674,None,None,None,None,11552,17,25,186,11544,2,2,3
1038,HugoPoi,mysourceproject,6,6,1128,171,666,None,None,None,None,11558,6,65,171,11560,1,1,1
1039,shai-amar,design-patterns,5,5,1130,64,52,None,None,None,None,11565,5,42,64,11564,1,2,2
1040,StarUMLZone,StarUML,1,1,1209,1,3792,None,None,None,None,11568,1,1,1,11568,1,1,1
1041,ambush276,rifle,1,1,1131,2,2815,None,None,None,None,11569,1,2,2,11569,1,1,1
1042,programminh,piroser,1,1,1135,24,55,None,None,None,None,11570,1,24,24,11570,1,4,4
1043,philipdesmedt,compilersmallc,1,1,1878,3,586,None,None,None,None,9123,1,3,3,9123,1,1,1
1044,vipuldivyanshu92,Projects,1,1,1746,11,13720,None,None,None,None,11571,1,11,11,11571,1,2,2
1045,Blakez,android_frameworks_base,1,110,1128,314,28643,None,None,None,None,3689,110,28,314,11572,1,2,2
1046,ninaLondres,proyecto,2,2,1127,148,597,None,None,None,None,11580,2,146,148,11580,1,2,2
1047,100Continue,Gulu--web-server-test-tools,2,2,429,4,176,None,None,None,None,11581,2,3,4,11582,1,6,6
